,0
1246,-108.22704322046359
1247,-66.26150918541558
1248,-164.53649655574617
1249,-24.130690983393563
1250,-129.14312755157323
1251,-294.6485121965309
1252,-249.47598245108375
1253,-152.98602632689705
1254,-248.4571555497073
1255,-168.81638853469795
1256,-926.3880573161383
1257,-121.68413239211601
1258,-416.20881870973085
1259,-562.0676668941937
1260,-160.01853793626077
1261,-245.73484462947317
1262,-294.7743085043678
1263,-50.86409873984348
1264,-216.5555935432203
1265,-286.65139668500717
1266,-90.31958771907296
1267,-82.92777576096968
1268,-292.4541898890958
1269,-119.5620884871886
1270,-156.16983058426146
1271,-114.83133404934703
1272,-151.0196910109993
1273,-202.94152860110023
1274,-429.22142720521623
1275,-257.3894724391954
1276,-240.60691212169863
1277,-329.0321076577298
1278,-39.565846719356514
1279,-89.20151986700375
1280,-108.12129728268586
1281,-93.95387855539028
1282,8.414779208355995
1283,-87.58545174663314
1284,-111.4045535954972
1285,-255.85693784464354
1286,-296.5064687595592
1287,-100.11512336583536
1288,-190.0192857503385
1289,-57.66549764259305
1290,-55.401512642093074
1291,-35.66533060242158
1292,-141.74573418284865
1293,-183.03763425754994
1294,21.869448439578207
1295,-176.54191752992017
1296,-187.691930861843
1297,-117.57715755747827
1298,-94.05646332572444
1299,-181.920727168337
1300,-149.26673450901282
1301,-76.9350080911134
1302,-113.90188065055979
1303,-77.39699997141017
1304,-107.38355538811297
1305,-242.7438039699391
1306,-137.46530541372744
1307,-142.14931959754742
1308,-134.02396202222263
1309,-59.17788588847439
1310,-125.22254888205315
1311,-249.01387351816115
1312,-63.521462075172465
1313,-72.64687970738996
1314,-80.41009448984299
1315,-64.81907292916657
1316,-78.37647215411772
1317,-145.7066302106507
1318,-218.11264913432467
1319,-208.84554971989553
1320,-129.10628331339706
1321,-304.7760186226416
1322,-169.31698402660794
1323,-137.25652989447508
1324,-183.48096942666305
1325,-92.06617175778197
1326,-91.51294121166816
1327,-146.445504622581
1328,-182.4643869513132
1329,-326.0679850242641
1330,-302.9847537316424
1331,-244.2705676074557
1332,-163.83641661134743
1333,-222.38586088000244
1334,-24.06479329322066
1335,-111.2002824754652
1336,-240.32995396013413
1337,-119.0182838647423
1338,-181.38746785361883
1339,-45.13660607827299
1340,-56.93823016137134
1341,-38.266151890745085
1342,-273.89084635838765
1343,-72.20629579133684
1344,-116.81178869507795
1345,-137.54235828860254
1346,-62.87394842665938
1347,-52.53721297125614
1348,-45.7332540815757
1349,-222.44113819552044
1350,-128.7064946635532
1351,-187.87405295694623
1352,-650.2497627821234
1353,-169.28200876144905
1354,-65.38889889777892
1355,-96.01167463152416
1356,-88.76817319859025
1357,-189.0856709029472
1358,-236.54561465810704
1359,-2118.616783804796
1360,-68.3715891679413
1361,-234.59160814100352
1362,-182.78229083764595
1363,-84.55753110304296
1364,-240.01603962173326
1365,-182.30761679132087
1366,-235.58765509075775
1367,-232.36971620440193
1368,-57.59313194815343
1369,-196.96510316371052
1370,-156.95130198322389
1371,-28.466916455834493
1372,-109.70923045430065
1373,-45.65612969680481
1374,-106.80128229780476
1375,-52.757985422717795
1376,-693.7411933501155
1377,-64.57673716700214
1378,-221.96666294401425
1379,-248.28090543036174
1380,-283.02578392146864
1381,-131.7020872231622
1382,-189.07300338572173
1383,-32.50740847877654
1384,-244.60068741160768
1385,-144.07272775557655
1386,-8.680827328218072
1387,-175.1090284856068
1388,-386.2555922195638
1389,-158.55155262258626
1390,-219.13901804591455
1391,-98.84686032066534
1392,-178.18179201329372
1393,-93.96143133950206
1394,-77.21457379077661
1395,-71.76837623919118
1396,-202.0201863211999
1397,-136.4345650274302
1398,-297.1000001803804
1399,-154.47819026204624
1400,-183.67844759922883
1401,-126.53807161120537
1402,-215.19764608270694
1403,-37.339712066111986
1404,-7.306936306558853
1405,-532.4134831367426
1406,-231.49245300329585
1407,-128.53888270268345
1408,-236.86201116919634
1409,-84.18279238806288
1410,-249.1975597480456
1411,-255.69301768815274
1412,-125.89491270210819
1413,-120.9157531930187
1414,16.35286791718964
1415,-60.638246024896695
1416,-0.7851044945053332
1417,-91.8330524054851
1418,-85.67818433974995
1419,-89.94007771491684
1420,-248.21735797598674
1421,-112.8042432746586
1422,4.463806440239168
1423,-66.46997067712518
1424,-4.136051014948677
1425,-64.96932594756933
1426,-88.18153801922882
1427,-259.45288437062254
1428,-183.67959505222174
1429,-118.4746974230757
1430,-6.615638805380016
1431,-183.8377905173153
1432,-31.229790467316747
1433,-203.4455350104139
1434,-47.128665520720865
1435,-91.04176271186378
1436,-634.9195610083941
1437,-181.7631042463162
1438,-208.9646253736637
1439,-191.37463099969733
1440,-78.35906737528066
1441,-95.65796446586083
1442,-127.97091789220168
1443,-136.86410676427417
1444,-55.59948832713516
1445,-208.82198608223226
1446,-142.12544078641264
1447,9.52216620749104
1448,39.79979157536775
1449,-163.57490988289777
1450,-120.7267354099329
1451,-215.94183692316787
1452,-94.25823456754671
1453,-61.50294398014955
1454,6.763273077937242
1455,-172.95843805019598
1456,-31.620553652089527
1457,-117.82964898863435
1458,-127.94806009844555
1459,-178.3224112034192
1460,-43.186807339361394
1461,-140.49076064700932
1462,-33.39683956793951
1463,-166.56071361450552
1464,-281.59401315697227
1465,-91.55644195625732
1466,-718.2303667651851
1467,-236.4994975693989
1468,-255.4731703947537
1469,-243.77983408567164
1470,-238.08445177258523
1471,-93.87956025623005
1472,-48.119409494280944
1473,-103.02902838732629
1474,-77.2424193369834
1475,-84.537298699414
1476,-178.01808784522885
1477,-240.8575042740706
1478,-36.285109192382436
1479,-158.17692062918738
1480,-79.66627654862779
1481,118.9821603254021
1482,-199.77546488797802
1483,-163.96132702643013
1484,-50.47363558667972
1485,-173.72652246983586
1486,-126.27931571389863
1487,-290.689340776079
1488,-61.34202951160491
1489,-71.22371313284384
1490,-102.03556443529955
1491,-125.4847062705212
1492,-228.23853215794472
1493,-236.39896799238113
1494,-164.99907896535365
1495,-67.83730361459382
1496,-191.7490915052988
1497,-5.531833528781064
1498,21.0369385814099
1499,-28.106078707836048
1500,-98.76962042770268
1501,-84.25369982818185
1502,-117.80122982983802
1503,-105.7270700247897
1504,-71.40427018938296
1505,-37.69552043633498
1506,-118.2960945223204
1507,-104.11500301897061
1508,-39.04712588885833
1509,-178.91119792279824
1510,-109.57754209506383
1511,-216.97549254203173
1512,-74.13352213459864
1513,-134.81774546823652
1514,-70.84114551060857
1515,-148.03848523192897
1516,-230.782920736099
1517,-131.29525094932774
1518,-68.57587215340408
1519,-244.6091203955765
1520,28.72193910340664
1521,-81.25452194036365
1522,-139.3003386720289
1523,-15.515165476654985
1524,-162.60350908546002
1525,-125.37152684886993
1526,-183.991926008743
1527,-283.9433791064457
1528,0.9641648312754256
1529,-67.78497442783726
1530,-95.86513928996703
1531,-116.6967024066115
1532,-256.2955976189934
1533,-142.95591074226337
1534,-134.50406575134556
1535,-49.135330587697965
1536,-175.60939440449292
1537,-194.51132145426993
1538,-68.55063646958669
1539,-11.98359322447341
1540,-90.59347840971552
1541,-4.813410018164575
1542,-14.34232872160078
1543,-107.4120521583942
1544,-104.15088300696068
1545,-133.2112066855396
1546,-204.69867723528745
1547,-56.779672607536
1548,-88.20399533354015
1549,-5.6782147337865325
1550,-179.11622707674675
1551,-157.43632611545382
1552,-142.5401868317531
1553,-205.18377020163905
1554,-129.12810949501505
1555,-291.17790885961995
1556,-237.25742591194566
1557,-67.22124789499354
1558,-107.36899783063035
1559,-163.36492456312018
1560,-38.68342724356797
1561,-147.90154408716987
1562,-209.01991535932115
1563,21.656116057262345
1564,-219.44082860063645
1565,6.204929514488313
1566,-58.08756060269366
1567,-85.86943415051459
1568,-103.20122161699722
1569,-95.99215418155947
1570,19.54136140319301
1571,-57.0489673605489
1572,65.04679249520558
1573,-52.442390177348045
1574,-18.94922647656199
1575,-44.5259860821524
1576,-84.35591020639052
1577,-10.20294917568178
1578,-42.42174473265118
1579,25.439988913478672
1580,-162.73059706140054
1581,-154.45916668501832
1582,-30.34573433622724
1583,-45.35894979581509
1584,-51.36081787168786
1585,29.35378160675222
1586,-12.417338876927488
1587,-163.46873995547463
1588,-93.98748956480897
1589,-110.2273313209347
1590,-51.867151371935414
1591,-89.51137240115696
1592,-114.63116241787947
1593,-40.07112585036828
1594,-92.77557188517167
1595,-21.754835755396343
1596,-76.15096251589986
1597,-299.9461759543062
1598,16.05483663625607
1599,-192.71164358824913
1600,-177.73453317665536
1601,-217.92270819085368
1602,-65.6554036517411
1603,-109.03320744783957
1604,-108.34991658522723
1605,-133.16447617537858
1606,-12.387513224533109
1607,14.878621335938618
1608,-114.56929765203743
1609,-77.16544903385908
1610,-193.11111736482957
1611,-35.35548316310168
1612,42.4396523324387
1613,-6.175356008287493
1614,-155.63712406517436
1615,-98.73817153375748
1616,-103.19218633672801
1617,-146.83059809673134
1618,-95.19156612963539
1619,-100.07979615222804
1620,79.25843605233898
1621,-29.148392563497495
1622,-110.84355054875182
1623,-87.62838135298307
1624,17.20339093489045
1625,-109.71771606539072
1626,-45.12196238448616
1627,-106.99835227316807
1628,-44.41490530486226
1629,-203.88246599344524
1630,-38.733473020570074
1631,-27.81176337911552
1632,-80.71099628430241
1633,-117.35559629983095
1634,-148.90030445758035
1635,-259.4251510694194
1636,-23.505301251356016
1637,-106.40622083246967
1638,-134.81652729881978
1639,-98.66648456522313
1640,-112.89909749463835
1641,-50.43448531792217
1642,-42.10147168850426
1643,-86.3718343236166
1644,-81.08275083072994
1645,-331.4483688075419
1646,-188.49217945528048
1647,-204.09999776530097
1648,-73.35812658666366
1649,-171.2355722560821
1650,-111.39729709493868
1651,-59.01241423646544
1652,-166.4301888958111
1653,-84.19033523740144
1654,-87.07157553329743
1655,-84.85686051848477
1656,24.112711496380218
1657,-66.00915184906124
1658,-163.78241238757164
1659,-114.3522772373836
1660,-1.4683356077749057
1661,-90.20932132144817
1662,-161.0908699340605
1663,-227.23397631029746
1664,-63.49791602131655
1665,-44.7414496062329
1666,-57.80877727950802
1667,34.80391985577628
1668,-121.31899488426569
1669,-48.54244211779593
1670,-117.49690114625007
1671,6.249789418294664
1672,20.277595169399405
1673,-17.2544797309971
1674,50.57506733898709
1675,35.989202645409165
1676,6.2818124021105035
1677,-26.707851068382965
1678,58.27475114038514
1679,-34.91304405472805
1680,30.62505784816803
1681,-9.023668673332281
1682,-52.34449827841783
1683,-21.101869448718773
1684,-31.106604029772626
1685,14.08635640902527
1686,-74.79218253111215
1687,-162.7956524918627
1688,-87.75144099851309
1689,-71.95882767649418
1690,38.419417935287505
1691,-102.32219183887176
1692,-61.69615353888184
1693,-48.77415108153705
1694,-73.8843830554644
1695,-30.28960687191911
1696,-139.4286089701336
1697,39.288921316091006
1698,-204.87402274129292
1699,51.727777027925185
1700,-154.01405100443796
1701,30.567330638605583
1702,6.517590090287729
1703,-34.56501109573033
1704,-95.99957677709874
1705,35.2906554790872
1706,69.43759974896997
1707,-51.03411379392297
1708,-40.16744010062986
1709,-32.23399794517326
1710,-117.26214448781296
1711,-70.84470604601955
1712,-71.61653897261164
1713,-62.56998519009484
1714,8.994352020676173
1715,46.295507513493575
1716,-81.01809595734825
1717,11.540932878545089
1718,2.5633179994548643
1719,114.33614756882858
1720,-106.7630501096161
1721,0.0005240375619244286
1722,89.23038083049582
1723,14.108912413505008
1724,106.28338754641854
1725,77.52908638023091
1726,-22.541436536168206
1727,4.43722618264934
1728,-43.24958752541305
1729,18.372208958178078
1730,5.127643500957262
1731,50.88551414154045
1732,-22.8118613311115
1733,102.30697790590027
1734,111.93889838615615
1735,-241.78501439667625
1736,-34.24271804571043
1737,26.859741200717888
1738,110.7568954756329
1739,-130.0278635175373
1740,83.80449505203677
1741,107.13970966704476
1742,118.96887648082092
1743,3.40233536026561
1744,-47.78408633452226
1745,88.94281994823953
1746,-8.557156977362872
1747,-39.30246865712509
1748,-56.62478143634891
1749,98.6812496551757
1750,-106.17201408173989
1751,63.70489543735821
1752,66.67850964359843
1753,-219.520745972001
1754,79.14279777285662
1755,-52.125351371420365
1756,-136.28470784565724
1757,-50.176246145774996
1758,24.12703888711708
1759,-13.258416241363463
1760,-27.74459771782179
1761,105.54701551446672
1762,100.08785750928848
1763,165.8562172767616
1764,99.22559955904477
1765,-49.631129731696106
1766,119.56369212374993
1767,-104.65912056168341
1768,73.9123916375622
1769,113.53018636823556
1770,-35.09490546308653
1771,-24.14544325346096
1772,-15.529598560559464
1773,57.94018782347169
1774,114.99735500058175
1775,92.30950099500015
1776,41.28800420654315
1777,-98.30972238169478
1778,-15.394515404808473
1779,-49.65810022446769
1780,-62.76787245977363
1781,83.3057485333856
1782,102.54806117830081
1783,38.14600452877113
1784,117.63936519434061
1785,86.57288302716033
1786,-44.19171342664742
1787,13.373601789142384
1788,159.61760039199547
1789,42.7698740986647
1790,122.61731588753642
1791,-108.67321559191355
1792,36.91291116377249
1793,-76.7256423339513
1794,119.13332810353376
1795,-19.36887358937375
1796,-19.29814853234069
1797,85.39473171050602
1798,-53.693011640044276
1799,-22.597917968612478
1800,-76.9345950783108
1801,21.709605665924585
1802,42.028970968338086
1803,-62.99155961094822
1804,-83.40362868160025
1805,-35.0917768244374
1806,-36.195782215999515
1807,132.00937013679365
1808,-68.51655397029927
1809,50.862385217696165
1810,-23.387157835466354
1811,-2.665971033456046
1812,-43.02598783362106
1813,106.54431496503618
1814,86.9784538411294
1815,93.76139339567537
1816,-93.17650860434068
1817,-61.319592570726414
1818,57.76874245212348
1819,93.30610760618008
1820,52.54707113166409
1821,-13.206628673131732
1822,-52.52208099575692
1823,99.43840641337684
1824,-31.35646989490965
1825,74.04291451417332
1826,61.07097078583752
1827,64.52770678054327
1828,111.07366600620455
1829,50.14876131646828
1830,71.1980507629479
1831,1.5564835703801356
1832,-22.198705676564188
1833,10.589782251604559
1834,12.099802235042771
1835,-63.429599738181125
1836,-117.85802794653691
1837,29.850975046647342
1838,-44.72487651084056
1839,-36.131656925750946
1840,-43.3312483127398
1841,-5.107311940848472
1842,-44.21637382057782
1843,-48.92006455922166
1844,6.640412651068856
1845,1.4835650031968743
1846,34.26418926967209
1847,49.152556959781506
1848,-63.23073633755964
1849,23.501408878519175
1850,-33.18845389309209
1851,-103.36887967728468
1852,-54.24389900287939
1853,-6.427823145952173
1854,104.44799896467977
1855,53.830730721143624
1856,120.5428752641009
1857,99.47062709155546
1858,6.15868393759399
1859,-64.10729371909207
1860,12.955836168398829
1861,55.34128533198639
1862,-100.46188393589266
1863,-139.90562912760817
1864,-67.43214197786068
1865,-26.257573301554938
1866,-34.422021423497235
1867,-25.878075650468947
1868,-9.334069459554463
1869,-1.3346090316452872
1870,-77.18690831552108
1871,-80.56680756785678
1872,-169.08427884380052
1873,-72.21084474883854
1874,-30.996365202584734
1875,-10.154028593833454
1876,-19.96670423922872
1877,-57.63671883334091
1878,4.966771327613697
1879,-102.45799829085911
1880,-65.30565081338477
1881,133.79644305817877
1882,94.71400040128647
1883,-51.748711917703744
1884,-86.52837661904941
1885,-72.08065589451532
1886,-56.62253180005341
1887,61.67564340822675
1888,35.45484784397949
1889,117.5502971284525
1890,-60.47248477598157
1891,7.199422433849169
1892,-94.68880190566468
1893,-55.02187188737186
1894,-102.81989616493532
1895,33.232802529274736
1896,-18.36629478568159
1897,45.71653115668085
1898,-184.88622785094807
1899,111.45489081225205
1900,1.267446406830203
1901,-137.09958905605268
1902,42.08456868840845
1903,-91.78934232393016
1904,83.93747215657335
1905,-67.08897315314508
1906,-20.113467503582456
1907,109.66843503126691
1908,99.80494129299201
1909,-29.892425519911157
1910,-130.57369449805196
1911,-91.50092095573598
1912,-77.90007450190618
1913,-10.305075915978206
1914,-22.791119697382527
1915,-24.950773095183052
1916,70.60164845711618
1917,-152.66400222222467
1918,-135.27758325268866
1919,-78.97837616433566
1920,-3.732015027233179
1921,-143.27204062390012
1922,-100.55127994221816
1923,-23.60192061356934
1924,-39.48189361573857
1925,-15.539148148689918
1926,-33.557865552199466
1927,53.7687530708213
1928,-74.32027535586428
1929,-95.00205567456709
1930,-62.66322610667703
1931,-15.943999589947122
1932,55.304436324663556
1933,27.093098664716802
1934,-54.397548249080636
1935,-12.215547506132953
1936,27.325615860104136
1937,7.321781074902249
1938,34.652230343871096
1939,-70.7335025486129
1940,83.27835934147078
1941,26.94431836429239
1942,85.33756187640114
1943,65.4024960961693
1944,105.69571599659068
1945,-37.5373014948857
1946,-42.989758292475905
1947,-157.12164019376894
1948,-157.72602925572343
1949,-56.480889832476926
1950,-211.09629441269198
1951,81.39449850167111
1952,-117.3670066236462
1953,-154.55026759496133
1954,-49.998232089327
1955,-4.139872330886604
1956,-178.81189718394933
1957,-50.58762110627562
1958,-60.65235909928019
1959,-59.697950810843096
1960,-70.03380009524224
1961,-150.85256054244286
1962,-45.48210289110423
1963,-19.575925860197117
1964,-36.58944433179142
1965,-71.45371801703527
1966,-51.88176192617834
1967,54.58802394763263
1968,-25.47371935114243
1969,-27.781233172762114
1970,42.30254949715722
1971,-43.53986089088727
1972,-63.452021998022346
1973,-87.8983424961162
1974,-13.45019601198137
1975,-43.526991951080156
1976,-60.177221037387774
1977,-97.07537506777048
1978,-11.515153688479138
1979,-65.94492411122931
1980,-76.13961339009926
1981,-58.6276932603536
1982,-35.286481842303786
1983,-15.474628189056256
1984,-34.592586943008534
1985,60.43620452789662
1986,-55.867398811305144
1987,15.238354126221429
1988,52.17001546181841
1989,32.59753141071586
1990,-37.67320275321196
1991,-174.01125245140832
1992,-61.99752675168521
1993,-25.586918652459783
1994,-64.21327145319442
1995,-47.891527497365104
1996,-75.65636783608318
1997,-40.56712872870419
1998,-5.878678697001019
1999,-88.39093649237229
2000,-42.50565941397171
2001,-58.5393567063212
2002,-139.6072854555868
2003,-104.26421949258618
2004,-106.94323420860593
2005,6.630396950547084
2006,-45.61389977669962
2007,-83.94644757208899
2008,-16.44701513366103
2009,-22.83669027446864
2010,-88.96680053795404
2011,-184.91569846465143
2012,-20.760418836946435
2013,-23.371838812407514
2014,-68.4258994638666
2015,-25.81911890669188
2016,-13.792663432338664
2017,-106.7625281376503
2018,-56.54977044454718
2019,-85.9362601051665
2020,-50.0090716981953
2021,-61.11412998688168
2022,-231.09178515385716
2023,159.72623936104233
2024,-37.24615639293794
2025,-120.23299111661197
2026,-33.45944628825968
2027,-36.88295133469768
2028,15.943464459579724
2029,-29.297502875093357
2030,-93.16819915118936
2031,-51.23440085026593
2032,-67.94785469239491
2033,-102.80290193682707
2034,-37.07890648591145
2035,-78.95784762272737
2036,-26.48484716568837
2037,16.015923689255835
2038,58.368176345550765
2039,71.46365033436896
2040,76.89017066321584
2041,-79.34018183340423
2042,-147.82370675928516
2043,-13.964145283040448
2044,-240.6213039656339
2045,-184.2092755291981
2046,-101.86006485153062
2047,-271.32580681834054
2048,-137.3028054321686
2049,-68.89408514847135
2050,-169.94963083589323
2051,-141.60659174662834
2052,-105.56290284954655
2053,-69.73674074094055
2054,-19.829395666741473
2055,-78.79692023969093
2056,-85.53461192272938
2057,-41.38788253396601
2058,-182.0996920463926
2059,-39.50770432571803
2060,48.35412814274797
2061,-91.09656604254906
2062,75.90432540331287
2063,26.076405228033348
2064,-160.93638187565818
2065,18.951878483987485
2066,0.9495877214409196
2067,-5.214902408149763
2068,-51.44116638580399
2069,-26.584494485795013
2070,1.6022404317540035
2071,-70.1795268365905
2072,6.4230803841636765
2073,-138.68837858973384
2074,-63.7765255452003
2075,-82.61132700721134
2076,-166.84095170613386
2077,119.08117507928358
2078,-16.08648344258973
2079,-187.457185288985
2080,105.42745697471518
2081,-16.76655296116726
2082,-137.3157399109008
2083,-16.37366058627318
2084,7.346440207889784
2085,-15.404439163510997
2086,-85.73709687480104
2087,-17.552106808532802
2088,-48.92908510727587
2089,0.3583494749530787
2090,8.76160391009172
2091,6.677627993864631
2092,-26.84380463069386
2093,-5.171311848667091
2094,-24.195256949297658
2095,-70.30652442645271
2096,-35.227618618753006
2097,2.4151802900116186
2098,-26.298397944819342
2099,38.24803333464641
2100,-11.626289619063622
2101,49.76874292547741
2102,71.13293875823473
2103,88.91432100664291
2104,-27.30189548959362
2105,-65.21906798155737
2106,100.59681659466862
2107,104.16043685838244
2108,77.82859523701553
2109,-147.91082880674804
2110,120.88089627983587
2111,127.80423127578332
2112,131.39006637069676
2113,-20.218653926601647
2114,83.3425787997967
2115,92.83887586119599
2116,-36.07674056801905
2117,95.27249046944861
2118,82.51992141015333
2119,71.97633124733427
2120,118.94290722776233
2121,-97.31192840231088
2122,-59.622716571724865
2123,96.60401096440617
2124,20.114005809513216
2125,28.774213417848955
2126,116.82010457140439
2127,79.60700465794523
2128,-51.13677426819592
2129,121.49384274637315
2130,112.17118294550531
2131,107.14910502885193
2132,10.965084531599686
2133,80.22330169834599
2134,35.530039039593476
2135,97.32811700474217
2136,-113.26524245020097
2137,-70.53547611732802
2138,-117.82374107507033
2139,101.53007866612656
2140,107.38964396959227
2141,29.376619169900177
2142,64.45358963275626
2143,114.26421629065877
2144,146.93301761571774
2145,21.08490818176952
2146,107.43502971866387
2147,99.58256745958819
2148,132.1449316603502
2149,143.2106566096171
2150,-20.959151293080012
2151,114.3533715629133
2152,55.246716386977596
2153,-136.60632609190114
2154,4.696479424579131
2155,-58.81908794955931
2156,55.08678036981989
2157,-35.76849684346493
2158,-24.120830893896603
2159,48.53573647302597
2160,-1.9161338513078365
2161,26.7803904693484
2162,64.27329497906695
2163,86.39068985279106
2164,36.17138088976999
2165,82.76020663606553
2166,12.12802054662927
2167,41.53655943244025
2168,42.62606210304934
2169,21.847143931223975
2170,76.9672018722232
2171,-63.94895414542631
2172,-46.91503116969023
2173,-41.39566947041177
2174,-53.01599720145716
2175,-50.62797132323271
2176,-14.144188984232882
2177,-66.14067983542448
2178,27.56315302967492
2179,-37.85024093323994
2180,46.33909558991949
2181,87.62128231388618
2182,126.15635575746201
2183,-81.11981331061489
2184,81.15871404947077
2185,88.99955783499267
2186,66.35235359500466
2187,35.68906598471626
2188,52.05204074084655
2189,57.01721972325533
2190,-43.84741331578515
2191,47.015237826796614
2192,36.58564963644939
2193,58.46398504172379
2194,58.704817978419015
2195,63.16372389173757
2196,20.091722657737076
2197,74.02893970205844
2198,73.74626514536016
2199,-37.81998667816051
2200,-2.7052869852755626
2201,-44.21144258607795
2202,-93.33312905199561
2203,-14.149855845837067
2204,-40.14734602368588
2205,-19.06645573402885
2206,101.26887007227772
2207,109.78067874844261
2208,-39.97426574862975
2209,-133.7275609662154
2210,35.535125244309555
2211,-151.3375224732003
2212,-0.8038665321721583
2213,-26.946248266361962
2214,-80.51331176306554
2215,-59.14931936219251
2216,-83.70842641139379
2217,-79.60523676273101
2218,-80.40649028681159
2219,-27.2639147507814
2220,-125.9863564082863
2221,28.669235182946544
2222,-36.785125092830754
2223,-82.52537281096426
2224,-0.10048465425629671
2225,62.41775143453125
2226,123.27263090563463
2227,3.9725615849573
2228,-32.68488345381368
2229,9.138316017654883
2230,-62.46486551666583
2231,-50.34186261691456
2232,-27.0137566547352
2233,-41.09225481364337
2234,-56.73910255879399
2235,-46.8135230044126
2236,-40.8295394833829
2237,-19.313697007303603
2238,29.12138062183713
2239,-11.159624785653342
2240,-69.50738892938244
2241,-0.9530095317940941
2242,-79.4222770248587
2243,-26.465361803778155
2244,17.320970099330992
2245,-32.02191885535479
2246,83.05910730154483
2247,79.8059550411324
2248,80.96023880381097
2249,91.14944979598297
2250,178.60548298018563
2251,28.652514223938937
2252,28.926092959941926
2253,32.8886270114573
2254,42.73738523181691
2255,64.66062388284361
2256,76.04037994415198
2257,134.08121876934538
2258,-18.815373213000377
2259,9.757494251077928
2260,-28.282497093695742
2261,-34.47844730934318
2262,-70.12149536614837
2263,-124.87634964688709
2264,-43.475717469733944
2265,-30.027211783863567
2266,70.69555321971653
2267,-10.20932206929805
2268,50.65704370615561
2269,-18.7290070444581
2270,-18.708345866231056
2271,56.37492468173715
2272,-40.06793532744938
2273,26.098400565532728
2274,37.79334619014525
2275,-10.071762242919585
2276,-56.54891715952733
2277,-5.7561077448458855
2278,-33.293122997164886
2279,-36.981873260987435
2280,-50.143198182942484
2281,-49.30401380732366
2282,-74.99390484061145
2283,-45.01315583606582
2284,-24.56006133772059
2285,-79.46056593567899
2286,87.99737639198679
2287,-39.208243710184064
2288,4.71291649692512
2289,23.261176087108097
2290,76.88255536401752
2291,-84.53577949023197
2292,15.663963638464107
2293,66.60453946287089
2294,-61.509481485140725
2295,65.06760633415833
2296,45.316724824205274
2297,-8.087169416990122
2298,86.82415378357955
2299,61.63369256105644
2300,49.55889271887133
2301,-47.846650710395956
2302,-16.716553598800854
2303,13.499544953455908
2304,-26.096228941435
2305,15.276371483823095
2306,-57.913308048173995
2307,-49.581972754605225
2308,-64.43853921836359
2309,-45.76187208005921
2310,-5.852729683717965
2311,12.1588272757315
2312,-68.80991651641939
2313,-22.35303352475374
2314,83.61971735764432
2315,65.56231105333455
2316,62.71128952761637
2317,19.806014192039772
2318,19.30356360952078
2319,61.12114010621458
2320,72.3707444790118
2321,66.00982095057165
2322,29.245471690586314
2323,64.96702715341509
2324,116.8932664658655
2325,88.09735734978072
2326,-41.66361868420125
2327,118.08758429345693
2328,-111.9344285364476
2329,-56.506707571419255
2330,55.3752183871236
2331,-124.30835069470473
2332,87.17042692784504
2333,-114.30217224147444
2334,50.4089744910219
2335,103.19842561952954
2336,80.46616147345864
2337,87.56451637579266
2338,-54.80711669815891
2339,82.81795793889161
2340,80.10110544849452
2341,127.53971597232469
2342,47.09422351684003
2343,85.6269947256481
2344,132.48580551694826
2345,114.83810345557937
2346,-71.3159206576784
2347,87.7703323137547
2348,11.862108652363403
2349,78.12771573846499
2350,58.59804790907236
2351,39.74908292438317
2352,98.99637713560398
2353,72.20169702154736
2354,59.71003906904494
2355,93.52716552714884
2356,99.58472681759645
2357,146.19441713533493
2358,124.6612065616973
2359,90.59479746947626
2360,96.18656058813221
2361,-34.58067761203924
2362,74.7774841280608
2363,73.53658203458681
2364,86.68934092145213
2365,77.31043837727606
2366,67.34761683109339
2367,-60.21462442587048
2368,73.28875182409253
2369,25.208387389955252
2370,85.36422560801965
2371,-3.1155627386232605
2372,13.616486106846219
2373,105.00428138020621
2374,48.66852110341165
2375,-55.39093055103127
2376,134.86783627033583
2377,111.93507012462715
2378,66.60492030721662
2379,-89.07767893381175
2380,-80.25008494286101
2381,-47.85825539648054
2382,53.08609722152728
2383,83.5473528218814
2384,-86.96368393908976
2385,-107.88755344308282
2386,-57.729728052807765
2387,-0.9874322002719076
2388,97.56237380474464
2389,-43.944719440863544
2390,-57.662481536244016
2391,-30.6692032162331
2392,-100.43511763668344
2393,-135.42772632829343
2394,-40.47582652426304
2395,-60.93805421481228
2396,-100.57802000429403
2397,-100.4985538702829
2398,-122.1184331269499
2399,26.153322270764157
2400,-30.385995292416126
2401,-72.25852178649166
2402,79.30006387199747
2403,-144.5698078840212
2404,-187.19262805714823
2405,75.875552603445
2406,29.67191524593961
2407,-113.85902297360158
2408,-182.56502975452042
2409,77.7504921091091
2410,-84.26465595126534
2411,-38.340644710495795
2412,-73.17120347285598
2413,53.404465487630304
2414,-95.48683002410186
2415,55.26513261104182
2416,-30.443205287810013
2417,-15.973698933561334
2418,-29.23348490479077
2419,-36.2317014195852
2420,-2.6116472776261697
2421,-91.59534821699042
2422,-71.4166327618641
2423,-86.10340018584616
2424,-48.81770463412685
2425,-26.004175294960234
2426,-38.75140933485795
2427,29.66468697743837
2428,34.75257673860875
2429,81.86967184024364
2430,-44.19791247307394
2431,-61.562536477441135
2432,62.77898134615428
2433,87.34209720885256
2434,82.35943117643058
2435,-53.53126367968261
2436,79.33747747684136
2437,133.5495029301487
2438,79.60001277611954
2439,99.08192393722624
2440,102.62904883105543
2441,141.15695244268593
